Area,Price,Avg ratings
T Nagar,406.6296296296296,3.3814814814814813
T. Nagar,565.5263157894736,3.944736842105263
Tad Bun,100.0,3.7
Tagore Garden Extension,338.8888888888889,3.4833333333333334
Takara Basthi,200.0,4.4
Tala,200.0,3.45
Talab Katta,200.0,3.2
Taltala,376.8292682926829,3.8487804878048784
Tangra,536.1111111111111,3.4555555555555553
Tarnaka,224.83333333333334,4.066666666666666
Tarnaka  Nacharam & Malkajigiri,271.42857142857144,3.4
Tarnaka Nacharam & Malkajigiri,408.3333333333333,3.433333333333333
Teynampet,509.6774193548387,4.077419354838709
Thaltej,450.0,2.9
The New Sion Co-Operative Housing Society,400.0,2.9
Thirunagar Signal Vadapalani,300.0,3.6
Thousand Lights,552.9166666666666,4.125
Tilak Nagar,442.85714285714283,3.7714285714285714
Tiljala,285.7142857142857,3.742857142857143
Tingre Nagar,400.0,3.233333333333333
Tiretti,200.0,4.275
Tiruvalleeswarar Nagar,800.0,3.55
Toli Chowki,323.8095238095238,3.961904761904762
Tolichowki,263.2352941176471,3.388235294117647
Tolichowki Hps Kids School Opposite,100.0,2.9
Tollygunge,375.0,3.4799999999999995
Tondiarpet,216.66666666666666,2.9
Topsia,375.0,3.5625
Tri Nagar,450.0,2.9
Triplicane,289.4117647058824,3.652941176470588
Udhna,246.0,3.8600000000000003
Ulsoor,762.5,4.35
Ultadanga,450.0,3.9
Ultadanga Telenga Bagan,500.0,2.9
Umarwada,250.0,3.6999999999999997
Umra Jakat,150.0,4.6
University Area,355.55555555555554,3.716666666666667
Uppal,234.1290322580645,3.519354838709677
Uppal - Hyderabad,250.0,2.9
Usmanpura,531.4285714285714,3.3999999999999995
Uttam Nagar,200.0,3.6
Uttran,175.0,3.3
Vadapalani,293.3333333333333,3.374074074074074
Vadgaon Budruk,294.44444444444446,3.3666666666666667
Vakola,250.0,4.0
Valasaravakkam,100.0,2.9
Vanasthalipuram,200.0,3.233333333333333
Varachha,283.3333333333333,3.3299999999999996
Vardhman Premium Mall,700.0,4.8
Vasanth Nagar,659.375,3.975
Vasna,300.0,2.9
Vastral,272.5,3.3000000000000003
Vastrapur,309.36170212765956,3.6510638297872338
Vatva,183.33333333333334,3.1666666666666665
Velly View Enclave,160.0,4.0
Venkateshwara Colony,300.0,4.4
Vesu,333.3333333333333,3.695238095238095
Victoria Layout,334.5,4.5
Vidyanagar,250.0,3.3
Vijay Nagar Colony,200.0,3.7
Vijaya Nagar Colony,300.0,3.5
Vijayanagar,300.0,3.45
Vikaspuri,175.0,4.0
Vikhroli,300.0,4.5
Vikhroli West,575.0,3.275
Vile Parle,1500.0,4.3
Villivakkam,258.3333333333333,3.15
Viman Nagar,276.6923076923077,2.923076923076923
Vip Road,220.0,2.9
Vishal Nagar,228.33333333333334,3.9333333333333336
Vishala,241.66666666666666,3.6833333333333336
Visharant Wadi,283.3333333333333,3.9666666666666663
Vishnu Garden,320.0,3.3200000000000003
Vishrantwadi,250.0,3.0666666666666664
Viveka Nagar,199.0,4.6
Vv Puram,400.0,4.4
Vyasarpadi,233.33333333333334,3.9333333333333336
Wadgaon Budruk Tilak Road,300.0,2.9
Wadgaon Sheri,318.75,3.775
Wallace Garden,600.0,4.7
Wanowrie,325.86206896551727,3.451724137931034
Wanwadi,280.0,4.04
Warje,346.42857142857144,3.3428571428571425
Washermanpet,316.6666666666667,4.033333333333334
Wazirpur Industrial Area,400.0,4.1
West Mambalam,231.72727272727272,4.118181818181818
West Marredpally,180.0,4.26
Wilson Garden,312.5,3.725
Yakhutpura,200.0,4.0
Yakutpura,400.0,4.0
Yamuna Nagar,250.0,3.233333333333333
Yerawada,450.0,3.4285714285714284
Yoginagar Society,200.0,3.9
Yousufguda,225.0,4.05
Zamistanpur,205.0,4.1
